user_ID, used_time, page_num
6, 1122, 5
3, 819, 27
9, 940, 31
6, 1142, 36
5, 837, 13
3, 1440, 31
2, 962, 4
1, 798, 39
5, 1009, 16
11, 1205, 22
8, 213, 25
15, 1336, 13
14, 374, 15
11, 437, 40
12, 160, 46
7, 257, 28
14, 661, 34
12, 1281, 45
1, 238, 40
14, 1415, 44
13, 534, 36
8, 617, 17
6, 121, 28
5, 754, 26
13, 446, 9
1, 460, 30
11, 982, 41
6, 471, 19
14, 350, 8
9, 184, 37
13, 240, 40
6, 237, 19
1, 1091, 43
13, 455, 31
7, 1126, 17
6, 767, 10
8, 379, 31
2, 471, 43
8, 543, 1
9, 225, 12
10, 236, 19
11, 1328, 45
3, 95, 30
11, 152, 47
2, 740, 33
2, 234, 15
13, 465, 41
8, 240, 25
7, 1058, 31
2, 267, 4
9, 490, 22
11, 655, 28
12, 187, 3
8, 625, 27
9, 370, 42
2, 1382, 6
1, 1367, 33
5, 1002, 8
15, 713, 30
7, 1424, 9
14, 657, 16
1, 412, 12
9, 703, 27
1, 1267, 25
day14
2, 129, 44
13, 1126, 8
3, 1342, 2
9, 1147, 8
5, 1059, 2
12, 361, 14
11, 1076, 20
6, 257, 8
14, 1109, 12
9, 688, 26
6, 23, 29
1, 569, 41
9, 115, 18
4, 583, 7
12, 977, 44
15, 751, 48
11, 1346, 47
6, 1130, 48
11, 1168, 5
12, 100, 16
3, 1091, 24
7, 131, 21
2, 14, 39
6, 739, 42
13, 53, 18
2, 1155, 10
11, 749, 7
4, 948, 36
3, 456, 27
1, 532, 42
2, 1428, 19
2, 723, 15
1, 406, 34
2, 1331, 22
10, 794, 26
15, 1245, 2
13, 70, 11
2, 1142, 32
11, 615, 27
15, 630, 46
11, 31, 5
3, 780, 9
8, 1351, 18
15, 350, 47
5, 690, 47
15, 760, 27
9, 885, 16
13, 1240, 31
7, 338, 44
9, 754, 13
10, 1388, 23
3, 541, 29
5, 896, 23
9, 206, 8
9, 700, 28
10, 1339, 31
1, 297, 39
14, 598, 16
1, 256, 4
2, 964, 45
5, 1076, 20
6, 684, 3
13, 877, 21
10, 613, 2
2, 66, 8
6, 33, 24
6, 1264, 34
1, 1262, 22
8, 385, 29
9, 1167, 4
2, 844, 6
13, 470, 33
13, 1367, 5
7, 50, 32
11, 386, 11
15, 405, 25
4, 922, 42
10, 1149, 32
15, 366, 42
6, 983, 27
6, 858, 14
7, 532, 31
1, 452, 7
3, 690, 14
11, 1272, 20
10, 669, 26
11, 1353, 23
11, 926, 23
8, 1434, 13
5, 923, 10
6, 270, 8
12, 517, 48
14, 923, 20
8, 342, 41
12, 308, 39
6, 1103, 6
2, 197, 13
13, 699, 3
3, 732, 34
2, 1080, 5
8, 548, 27
3, 1424, 21
10, 202, 26
6, 1326, 19
5, 822, 49
11, 1358, 28
5, 1024, 38
7, 974, 23
14, 469, 7
7, 602, 39
14, 1359, 34
8, 1377, 13
8, 640, 49
3, 711, 8
8, 7, 26
3, 201, 26
14, 364, 37
11, 702, 34
13, 564, 24
3, 1087, 21
11, 1181, 9
14, 902, 35
12, 779, 29
14, 652, 33
4, 1079, 50
12, 1223, 22
6, 477, 18
15, 381, 12
12, 514, 31
4, 348, 6
6, 937, 28
8, 1209, 47
7, 207, 34
11, 282, 21
12, 995, 40
5, 591, 26
13, 82, 15
5, 142, 49
9, 1118, 15
10, 955, 5
10, 220, 36
10, 1307, 40
8, 323, 25
4, 994, 49
4, 202, 14
8, 934, 18
4, 746, 22
1, 369, 43
4, 985, 44
2, 1179, 30
2, 960, 25
6, 102, 36
12, 1285, 40
1, 40, 24
11, 823, 38
7, 1041, 37
12, 935, 21
7, 460, 5
10, 357, 15
6, 888, 26
2, 492, 23
7, 1297, 48
10, 890, 11
10, 1022, 22
12, 21, 45
7, 699, 4
3, 899, 27
9, 473, 34
2, 370, 49
9, 98, 1
5, 759, 21
13, 814, 7
11, 722, 6
3, 895, 40
4, 790, 17
1, 98, 25
14, 126, 30
8, 856, 43
15, 1262, 39
2, 253, 12
14, 887, 46
10, 1075, 11
14, 1389, 27
4, 989, 18
day15
7, 62, 23
13, 687, 50
4, 1365, 44
4, 1348, 26
14, 1067, 48
13, 536, 49
2, 1183, 23
11, 1433, 44
2, 66, 42
9, 634, 13
5, 1073, 14
15, 657, 43
12, 565, 10
3, 924, 4
1, 297, 46
4, 1235, 39
10, 580, 7
15, 1089, 15
3, 79, 38
7, 1272, 48
6, 491, 40
15, 568, 2
7, 872, 48
7, 29, 35
8, 1439, 40
13, 893, 29
6, 686, 47
11, 841, 34
14, 894, 26
9, 665, 17
2, 1143, 37
11, 686, 41
4, 1223, 11
5, 501, 43
7, 1312, 2
10, 1198, 34
11, 1348, 7
12, 1437, 50
15, 1352, 10
9, 88, 45
8, 547, 42
4, 514, 30
13, 352, 8
12, 187, 33
8, 1227, 33
13, 651, 16
9, 811, 16
6, 414, 10
2, 1434, 29
15, 1316, 29
day16
15, 1408, 7
5, 643, 14
9, 410, 30
9, 1355, 34
11, 349, 3
13, 637, 37
11, 508, 9
8, 757, 21
14, 639, 28
2, 759, 11
5, 115, 33
3, 175, 9
1, 473, 29
5, 97, 47
14, 663, 26
12, 120, 27
14, 724, 49
15, 16, 36
2, 588, 13
6, 1339, 38
1, 886, 49
8, 1352, 36
3, 1154, 5
15, 965, 30
day17
5, 1414, 48
8, 1277, 31
3, 622, 46
7, 346, 34
8, 1103, 24
15, 1318, 44
6, 1014, 2
1, 575, 14
10, 823, 47
15, 776, 4
3, 687, 25
1, 324, 26
5, 519, 37
11, 514, 46
3, 553, 50
3, 889, 16
3, 213, 19
10, 1056, 41
15, 310, 9
6, 1275, 14
2, 1252, 5
12, 748, 41
2, 677, 29
6, 401, 23
1, 915, 41
1, 1299, 5
4, 1167, 8
7, 1148, 23
5, 370, 40
8, 570, 16
2, 1271, 8
5, 396, 12
8, 380, 49
15, 181, 35
9, 950, 19
7, 32, 41
15, 180, 36
1, 1286, 27
14, 776, 19
3, 98, 2
10, 1247, 49
1, 1374, 37
6, 312, 49
14, 140, 15
10, 1107, 24
9, 404, 24
13, 152, 50
1, 1046, 39
5, 784, 40
15, 524, 25
1, 174, 27
5, 1020, 13
5, 482, 26
7, 1174, 22
11, 187, 17
15, 1149, 44
14, 1401, 10
5, 99, 22
14, 347, 7
1, 1132, 45
14, 1210, 44
4, 681, 23
1, 19, 50
8, 1159, 27
5, 1144, 38
2, 915, 17
13, 1316, 13
3, 502, 16
11, 464, 12
11, 774, 30
10, 375, 33
12, 1192, 25
3, 245, 6
13, 1149, 34
15, 677, 41
12, 867, 15
3, 543, 24
9, 837, 15
2, 1352, 48
6, 976, 41
7, 1346, 6
7, 292, 42
10, 1015, 28
day18
10, 207, 9
11, 251, 28
12, 1022, 37
15, 817, 44
5, 791, 35
11, 609, 15
4, 927, 7
12, 647, 17
10, 842, 34
4, 917, 11
5, 662, 23
14, 1296, 14
6, 229, 26
7, 1088, 3
7, 1118, 33
10, 342, 43
10, 48, 32
7, 1425, 11
2, 697, 23
5, 1049, 22
15, 676, 19
8, 588, 39
10, 1027, 20
15, 555, 47
3, 591, 33
3, 81, 23
9, 830, 7
10, 890, 36
2, 696, 38
8, 25, 3
6, 928, 2
15, 186, 43
9, 520, 43
3, 487, 28
1, 259, 33
5, 1116, 17
8, 990, 38
13, 740, 47
13, 711, 48
5, 1402, 3
9, 800, 38
15, 182, 24
2, 7, 12
6, 708, 22
3, 546, 44
day19
1, 531, 11
8, 53, 28
3, 1137, 4
13, 827, 22
15, 1292, 36
5, 483, 8
8, 1296, 9
3, 759, 16
1, 1149, 48
1, 132, 27
9, 851, 44
2, 687, 49
4, 962, 32
15, 621, 38
2, 795, 23
4, 1197, 40
3, 867, 4
11, 819, 29
7, 528, 45
11, 915, 22
8, 1072, 13
1, 1053, 7
8, 909, 27
5, 1179, 13
12, 1066, 42
1, 214, 3
12, 1109, 17
9, 1109, 29
5, 692, 43
15, 41, 19
9, 42, 30
13, 1210, 47
15, 639, 27
14, 1180, 6
10, 786, 38
6, 788, 41
13, 1219, 15
15, 1355, 49
7, 1404, 45
2, 1367, 11
11, 297, 41
10, 1402, 46
1, 1211, 43
13, 694, 50
14, 906, 8
10, 234, 48
2, 416, 11
7, 1308, 44
5, 588, 20
12, 1071, 5
12, 315, 31
13, 248, 22
7, 1132, 46
4, 209, 2
11, 1113, 2
5, 1055, 1
8, 1006, 32
6, 61, 6
11, 430, 33
6, 1294, 33
12, 529, 42
6, 1153, 18
10, 786, 31
3, 157, 15
13, 651, 49
12, 885, 21
9, 3, 31
8, 804, 49
14, 1301, 9
3, 450, 20
4, 483, 38
3, 1195, 21
12, 1056, 17
12, 946, 2
12, 441, 16
6, 632, 14
6, 810, 34
6, 490, 37
5, 504, 49
13, 591, 8
8, 601, 35
4, 956, 30
10, 476, 41
9, 356, 14
5, 401, 26
2, 754, 11
6, 434, 50
15, 1384, 11
3, 304, 23
10, 607, 20
14, 1417, 25
14, 1109, 39
3, 757, 41
2, 217, 37
9, 817, 24
6, 646, 40
3, 441, 14
1, 983, 1
3, 1069, 14
4, 100, 35
12, 179, 35
15, 586, 32
14, 1420, 27
4, 129, 36
4, 689, 11
12, 263, 16
2, 591, 24
3, 313, 48
13, 1205, 28
7, 1268, 42
15, 1309, 46
3, 14, 5
4, 1385, 9
9, 804, 47
2, 786, 39
9, 1311, 21
7, 1257, 37
2, 1389, 35
8, 655, 6
6, 551, 21
12, 431, 35
day20
4, 1389, 28
14, 1357, 41
1, 218, 22
13, 1041, 50
13, 213, 12
12, 1042, 12
14, 649, 43
4, 83, 32
14, 573, 3
5, 751, 20
11, 1178, 1
11, 1406, 13
4, 992, 43
3, 1061, 25
10, 429, 25
6, 331, 37
10, 1405, 19
1, 1212, 6
11, 884, 31
13, 1254, 19
13, 915, 6
6, 63, 32
14, 881, 31
8, 1180, 4
8, 179, 42
8, 1379, 17
9, 916, 25
5, 1036, 27
5, 1269, 44
6, 796, 3
12, 1275, 24
8, 1361, 12
2, 56, 36
15, 859, 50
12, 671, 16
2, 1186, 47
6, 989, 38
10, 792, 16
10, 828, 26
1, 304, 11
5, 541, 26
2, 1340, 21
day21
5, 828, 3
8, 1371, 38
10, 488, 39
15, 894, 19
6, 356, 35
8, 876, 1
9, 854, 19
15, 1330, 47
15, 1400, 34
11, 1049, 9
13, 1435, 19
5, 1161, 40
14, 584, 6
4, 784, 17
5, 1358, 20
4, 1037, 4
12, 1394, 36
12, 674, 45
9, 1428, 24
1, 48, 34
4, 730, 32
7, 264, 45
8, 739, 3
1, 705, 49
10, 370, 38
5, 315, 12
1, 1306, 48
3, 460, 29
10, 864, 33
2, 80, 49
11, 315, 36
13, 545, 40
10, 1299, 14
11, 233, 29
9, 941, 23
6, 472, 19
4, 847, 35
13, 346, 28
11, 1350, 20
14, 502, 41
1, 202, 43
9, 267, 18
1, 138, 11
5, 1376, 40
5, 688, 20
10, 627, 7
2, 899, 6
3, 366, 19
5, 1099, 24
13, 917, 1
8, 819, 46
6, 1011, 15
2, 942, 50
5, 563, 2
6, 416, 30
15, 1429, 42
6, 277, 12
12, 877, 22
day22
12, 1005, 10
2, 488, 31
3, 672, 1
12, 1413, 3
2, 1099, 18
10, 795, 37
15, 980, 37
10, 102, 46
8, 445, 14
7, 1148, 22
13, 1358, 7
12, 1287, 39
1, 1428, 37
5, 1205, 30
5, 756, 26
10, 937, 43
13, 602, 22
14, 1187, 33
14, 771, 1
15, 620, 11
1, 355, 34
1, 434, 28
7, 1154, 30
3, 1010, 2
12, 249, 39
7, 354, 31
3, 876, 44
3, 595, 18
12, 4, 34
13, 152, 31
11, 905, 47
11, 594, 16
14, 458, 16
8, 1129, 28
7, 444, 25
9, 339, 21
2, 1122, 29
7, 785, 14
8, 910, 31
2, 808, 3
15, 1364, 27
12, 604, 5
8, 1218, 12
1, 921, 50
9, 1014, 48
11, 1203, 7
1, 518, 48
8, 671, 48
6, 1080, 2
5, 746, 32
12, 1287, 14
3, 109, 11
13, 190, 17
13, 1369, 23
11, 1099, 11
13, 833, 25
12, 969, 24
11, 1357, 21
5, 1250, 14
7, 8, 40
4, 687, 2
11, 1354, 43
9, 86, 9
4, 1272, 4
9, 537, 27
6, 909, 4
5, 991, 9
4, 836, 43
11, 343, 32
2, 1070, 35
8, 404, 19
5, 298, 14
6, 976, 15
13, 1349, 47
2, 704, 29
11, 23, 27
1, 1016, 40
11, 722, 7
13, 1050, 36
12, 482, 31
4, 932, 44
7, 278, 47
15, 145, 43
2, 1088, 7
5, 839, 33
12, 122, 29
3, 1178, 6
14, 132, 10
3, 1403, 5
3, 158, 5
5, 1173, 48
3, 217, 22
15, 1112, 34
9, 1079, 43
4, 366, 17
8, 383, 50
2, 1013, 32
7, 1380, 13
4, 736, 10
1, 307, 20
10, 1145, 18
2, 1413, 21
12, 159, 5
10, 190, 8
8, 237, 7
4, 21, 33
3, 997, 7
5, 39, 10
10, 166, 23
2, 927, 31
15, 203, 50
8, 1434, 3
4, 673, 23
11, 828, 49
8, 1404, 42
9, 1094, 5
4, 1183, 35
2, 1415, 16
10, 710, 31
day23
14, 175, 34
13, 308, 13
4, 143, 9
1, 766, 15
6, 534, 45
6, 3, 29
7, 660, 26
14, 681, 22
2, 1042, 4
8, 387, 4
12, 83, 34
14, 1273, 8
3, 1274, 32
8, 619, 4
14, 1358, 23
15, 384, 27
3, 979, 20
9, 715, 43
7, 315, 31
12, 387, 5
14, 1225, 49
4, 180, 41
7, 427, 38
12, 1190, 11
13, 1100, 19
7, 645, 39
11, 974, 1
3, 503, 2
11, 69, 48
5, 800, 40
8, 609, 27
3, 860, 4
8, 458, 47
4, 634, 37
14, 1107, 14
9, 1358, 40
1, 1181, 2
2, 969, 17
10, 947, 30
9, 1006, 29
6, 521, 31
1, 677, 45
1, 792, 2
3, 1169, 17
1, 656, 45
15, 189, 6
3, 598, 6
11, 898, 39
1, 834, 10
2, 184, 18
4, 154, 46
12, 184, 39
10, 37, 24
13, 1429, 41
15, 449, 39
5, 1402, 25
1, 1206, 18
10, 489, 32
5, 399, 15
9, 138, 4
13, 578, 46
10, 1346, 46
13, 549, 36
7, 1309, 32
10, 1291, 49
9, 1385, 20
14, 545, 14
3, 1050, 27
4, 263, 43
13, 343, 29
6, 1121, 30
4, 572, 25
7, 1418, 39
7, 142, 19
10, 1106, 28
11, 931, 14
12, 523, 9
1, 233, 40
7, 911, 15
5, 1226, 45
7, 308, 47
10, 1265, 1
12, 1202, 6
10, 595, 7
3, 955, 18
10, 1066, 5
9, 570, 35
5, 1037, 12
14, 380, 33
15, 271, 49
3, 85, 43
15, 343, 25
11, 643, 48
5, 636, 12
2, 188, 11
15, 296, 9
9, 615, 40
8, 880, 39
12, 873, 35
15, 644, 1
3, 766, 37
2, 396, 24
10, 230, 3
2, 782, 17
8, 341, 48
4, 1141, 23
11, 781, 34
8, 633, 37
13, 26, 45
8, 619, 35
11, 1361, 8
8, 134, 34
1, 343, 1
10, 527, 42
2, 1374, 36
day24
6, 66, 1
9, 837, 24
3, 265, 47
14, 475, 10
1, 661, 27
8, 767, 36
7, 60, 13
12, 532, 25
7, 494, 31
3, 1005, 18
11, 152, 40
9, 1199, 3
8, 443, 30
2, 1114, 18
4, 1341, 19
1, 102, 45
1, 419, 47
14, 312, 15
14, 183, 29
12, 1107, 30
5, 370, 11
3, 527, 41
11, 690, 50
4, 421, 44
4, 31, 39
1, 2, 42
6, 421, 1
7, 1104, 50
6, 1116, 47
day25
13, 649, 48
15, 1035, 43
1, 747, 1
2, 1066, 39
2, 194, 47
9, 535, 49
13, 988, 5
3, 555, 8
2, 1195, 48
10, 152, 3
5, 177, 7
15, 217, 7
15, 180, 20
13, 545, 49
13, 1208, 32
5, 1417, 10
6, 32, 9
11, 527, 36
1, 1122, 37
5, 1127, 32
10, 279, 41
8, 568, 28
4, 1234, 11
4, 501, 21
11, 883, 21
day26
8, 387, 29
5, 1086, 22
5, 217, 18
11, 465, 17
9, 1368, 34
5, 325, 31
3, 853, 39
4, 346, 8
8, 80, 4
3, 716, 37
13, 1187, 31
8, 477, 5
9, 156, 12
5, 226, 21
2, 761, 5
4, 324, 50
13, 200, 29
6, 687, 45
5, 1227, 2
4, 1220, 43
5, 288, 29
11, 280, 3
5, 120, 21
8, 1212, 43
2, 70, 36
10, 1341, 3
4, 882, 24
5, 1222, 47
12, 835, 13
7, 935, 15
2, 773, 39
10, 575, 12
12, 491, 10
4, 778, 26
12, 550, 10
15, 809, 50
3, 1248, 47
4, 367, 8
2, 1431, 10
1, 792, 7
13, 2, 44
2, 520, 41
10, 508, 29
5, 77, 22
10, 635, 47
6, 786, 48
9, 663, 7
12, 138, 6
14, 735, 19
1, 478, 45
6, 1166, 22
12, 1436, 43
10, 1096, 39
6, 33, 8
1, 349, 4
2, 30, 18
8, 543, 32
4, 1036, 1
13, 1117, 41
8, 196, 17
8, 428, 36
5, 14, 25
9, 14, 37
11, 64, 39
14, 27, 14
11, 1146, 12
13, 826, 5
3, 1120, 34
9, 1428, 19
6, 639, 4
7, 280, 30
2, 249, 20
4, 618, 14
14, 356, 11
12, 1113, 1
15, 1357, 43
7, 847, 29
15, 11, 43
4, 1101, 27
11, 307, 9
15, 715, 31
9, 13, 19
7, 1068, 50
13, 809, 13
4, 816, 9
12, 1113, 10
12, 122, 31
8, 576, 32
8, 522, 5
7, 197, 38
9, 1263, 14
9, 727, 37
9, 237, 13
12, 203, 44
14, 7, 11
5, 873, 12
7, 151, 25
9, 1059, 6
7, 1067, 29
4, 548, 45
3, 1003, 26
12, 1005, 44
11, 275, 14
8, 1335, 33
9, 1220, 28
2, 328, 34
2, 34, 4
8, 1187, 27
8, 598, 27
1, 961, 44
5, 223, 28
2, 1333, 16
13, 949, 2
10, 746, 35
2, 1029, 47
15, 1151, 44
4, 1052, 33
15, 1437, 35
13, 276, 24
1, 548, 38
12, 1106, 31
2, 1326, 39
10, 1230, 13
4, 129, 28
11, 1401, 22
13, 256, 7
10, 835, 27
6, 240, 36
4, 1426, 8
6, 943, 25
4, 344, 48
2, 306, 9
7, 443, 8
15, 957, 48
1, 1045, 47
6, 595, 26
8, 324, 20
14, 369, 35
6, 100, 33
6, 632, 4
3, 338, 23
3, 226, 8
7, 215, 13
7, 985, 23
14, 576, 17
4, 151, 17
1, 1055, 32
3, 1128, 16
4, 413, 20
7, 315, 6
10, 1257, 2
10, 681, 23
6, 407, 41
9, 1431, 47
1, 293, 44
10, 532, 19
15, 596, 36
4, 1246, 1
14, 1035, 4
9, 1240, 43
12, 602, 12
6, 612, 40
15, 143, 20
15, 961, 11
8, 350, 48
12, 49, 37
10, 1172, 39
10, 831, 46
12, 192, 44
7, 512, 45
6, 974, 19
1, 486, 22
15, 213, 36
7, 234, 6
7, 1029, 5
4, 255, 21
13, 1302, 20
11, 341, 46
3, 627, 18
6, 696, 37
3, 1434, 19
5, 327, 6
2, 769, 18
15, 1279, 15
7, 151, 26
10, 47, 23
5, 404, 10
4, 1218, 38
4, 705, 12
2, 1190, 20
15, 389, 43
day27
10, 65, 4
5, 284, 17
10, 106, 4
13, 1101, 24
5, 311, 48
11, 379, 33
5, 609, 6
9, 52, 26
1, 40, 15
9, 1117, 24
3, 598, 4
10, 219, 30
7, 812, 44
8, 396, 36
11, 655, 8
13, 717, 42
3, 186, 3
1, 1139, 46
15, 167, 7
13, 1044, 4
2, 74, 39
3, 951, 16
14, 421, 19
10, 776, 27
2, 209, 18
2, 1239, 36
4, 889, 40
14, 469, 29
10, 143, 18
13, 559, 7
2, 156, 42
5, 324, 35
6, 498, 14
12, 389, 15
9, 30, 39
10, 231, 7
7, 1022, 5
9, 1322, 27
14, 764, 32
6, 1009, 14
3, 307, 45
13, 318, 7
3, 145, 3
3, 946, 15
12, 345, 28
11, 829, 11
1, 847, 42
6, 1109, 44
3, 1227, 32
7, 250, 15
1, 1235, 24
15, 671, 39
4, 365, 43
1, 1001, 15
1, 515, 18
14, 19, 3
7, 1426, 25
14, 669, 33
14, 1147, 42
10, 666, 21
9, 1026, 26
10, 576, 23
5, 666, 36
10, 242, 50
5, 1090, 41
9, 626, 3
11, 726, 9
7, 951, 9
12, 658, 42
12, 462, 37
7, 280, 38
6, 1160, 37
8, 222, 36
15, 8, 6
9, 1161, 4
8, 43, 9
11, 1433, 7
5, 916, 26
3, 842, 46
8, 91, 34
3, 754, 19
12, 151, 29
2, 381, 44
8, 31, 6
12, 994, 21
8, 1337, 46
5, 969, 15
8, 78, 11
8, 1273, 48
4, 249, 36
12, 1219, 22
12, 103, 47
11, 299, 17
13, 1288, 6
4, 1381, 7
5, 762, 3
12, 245, 23
9, 1257, 43
2, 138, 49
15, 177, 40
13, 448, 15
13, 959, 34
4, 1159, 30
2, 1303, 5
10, 1030, 37
3, 509, 48
10, 1136, 17
7, 718, 5
10, 893, 39
1, 22, 30
5, 780, 37
12, 519, 27
9, 27, 34
14, 1224, 44
12, 810, 49
13, 352, 21
10, 272, 28
8, 442, 2
9, 812, 38
day28
4, 1336, 23
11, 901, 14
5, 1391, 16
4, 483, 28
8, 123, 36
14, 1178, 41
10, 1147, 36
8, 1150, 18
2, 95, 7
5, 320, 44
9, 925, 23
9, 1003, 40
1, 1048, 14
9, 1164, 20
9, 1001, 21
4, 716, 4
4, 541, 4
4, 1204, 40
15, 151, 24
13, 614, 34
11, 144, 28
8, 29, 5
11, 944, 42
1, 680, 24
5, 845, 6
5, 669, 10
10, 10, 34
6, 708, 28
15, 626, 49
7, 1273, 38
2, 113, 41
14, 1310, 6
15, 845, 9
3, 761, 10
15, 118, 40
14, 998, 33
12, 85, 44
1, 126, 41
5, 32, 1
14, 946, 1
4, 1430, 26
1, 438, 13
9, 817, 23
3, 394, 20
12, 95, 30
9, 177, 9
11, 919, 41
15, 661, 38
15, 605, 6
2, 143, 31
2, 529, 49
12, 1322, 5
7, 352, 40
5, 886, 14
8, 46, 11
1, 622, 16
6, 1054, 43
11, 709, 36
13, 999, 9
15, 682, 12
14, 1097, 10
8, 1400, 27
12, 975, 29
10, 1413, 47
14, 587, 34
day29
1, 1353, 40
8, 731, 37
8, 578, 16
7, 836, 41
11, 795, 44
9, 1018, 9
4, 193, 37
12, 313, 7
1, 1378, 44
4, 948, 12
6, 1160, 34
3, 990, 48
10, 569, 29
10, 743, 35
8, 1438, 27
4, 327, 15
10, 466, 20
13, 1428, 29
15, 772, 46
11, 1183, 37
15, 529, 49
1, 156, 34
3, 963, 28
7, 775, 25
15, 1206, 44
4, 1350, 12
5, 161, 19
4, 1031, 25
2, 747, 45
12, 1221, 12
14, 1207, 3
1, 1224, 12
11, 799, 10
3, 623, 32
4, 1051, 37
7, 1170, 44
2, 1276, 49
11, 1223, 48
8, 346, 43
7, 734, 5
15, 854, 22
10, 663, 49
13, 820, 15
12, 33, 3
11, 808, 12
4, 107, 11
1, 710, 19
14, 4, 5
4, 420, 42
7, 133, 11
3, 845, 42
4, 55, 5
3, 947, 48
1, 420, 48
15, 992, 47
6, 1173, 42
10, 359, 5
3, 585, 50
14, 566, 23
4, 1153, 7
5, 928, 49
3, 253, 13
